api_uri,district,domain,facebook_account,facebook_id,first_name,id,last_name,middle_name,missed_votes_pct,party,rss_url,seniority,state,thomas_id,twitter_account,url,votes_with_party_pct
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000250.json,17,,,,Lane,E000250,Evans,A.,43.25,D,,24,IL,361,,,94.48
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000268.json,2,,,,Terry,E000268,Everett,,4.04,R,,14,AL,364,,,93.56
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000287.json,5,,,,Rahm,E000287,Emanuel,,3.29,D,,4,IL,1725,,,93.27
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000010.json,79,faleomavaega.house.gov,,,Eni,F000010,Faleomavaega,F. H.,0.00,D,http://faleomavaega.house.gov/rss.xml,18,AS,367,,http://faleomavaega.house.gov/,0.00
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000030.json,17,www.farr.house.gov,RepSamFarr,7018136294,Sam,F000030,Farr,,1.40,D,http://www.farr.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,14,CA,368,RepSamFarr,http://www.house.gov/farr,92.98
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000043.json,2,fattah.house.gov,repfattah,165961823475034,Chaka,F000043,Fattah,,10.30,D,http://fattah.house.gov/common/rss//index.cfm?rss=34,12,PA,371,chakafattah,http://www.house.gov/fattah,94.40
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000116.json,51,,,,Bob,F000116,Filner,,3.29,D,,14,CA,381,CongBobFilner,,92.50
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000238.json,16,,,,Mark,F000238,Foley,Adam,4.47,R,,12,FL,396,,,91.18
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000262.json,9,,,,Harold,F000262,Ford Jr.,E.,17.55,D,,10,TN,1483,,,86.91
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000339.json,4,,,,Barney,F000339,Frank,,2.31,D,,26,MA,407,,,90.05
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000372.json,11,frelinghuysen.house.gov,,,Rodney,F000372,Frelinghuysen,,1.32,R,http://frelinghuysen.house.gov/rss/top-news.xml,12,NJ,414,,http://frelinghuysen.house.gov/,91.49
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000440.json,13,,,,Vito,F000440,Fossella,J.,3.87,R,,10,NY,1484,,,88.52
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000443.json,7,,,,Michael,F000443,Ferguson,,1.40,R,,6,NJ,1659,,,88.89
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000444.json,6,flake.senate.gov,senatorjeffflake,,Jeff,F000444,Flake,,3.79,R,http://www.flake.senate.gov/public/?a=rss.feed,6,AZ,1633,jeffflake,http://www.flake.senate.gov,78.08
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000445.json,4,www.house.gov,randyforbes,356330225020,J.,F000445,Forbes,Randy,2.06,R,http://forbes.house.gov/news/rss.aspx,6,VA,1683,Randy_Forbes,http://forbes.house.gov/,93.69
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000447.json,24,,,,Tom,F000447,Feeney,C.,5.68,R,,4,FL,1716,,,89.43
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000448.json,2,franks.house.gov,TrentFranks,209486545087,Trent,F000448,Franks,,2.14,R,http://franks.house.gov/rss.xml,4,AZ,1707,RepTrentFranks,http://franks.house.gov/,87.63
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000449.json,1,fortenberry.house.gov,jefffortenberry,48426842354,Jeff,F000449,Fortenberry,,1.40,R,http://fortenberry.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,2,NE,1793,JeffFortenberry,http://fortenberry.house.gov/,93.90
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000450.json,5,foxx.house.gov,RepVirginiaFoxx,,Virginia,F000450,Foxx,,0.49,R,http://foxx.house.gov/common/rss/?rss=55,2,NC,1791,virginiafoxx,http://foxx.house.gov/,91.39
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000451.json,8,fitzpatrick.house.gov,RepFitzpatrick,132077153521454,Michael,F000451,Fitzpatrick,G.,2.22,R,http://fitzpatrick.house.gov/rss.xml,2,PA,1797,RepFitzpatrick,http://fitzpatrick.house.gov/,82.48
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000452.json,80,,,,Luis,F000452,Fortuno,G.,0.00,R,,2,PR,1800,,,0.00
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000021.json,24,,,,Elton,G000021,Gallegly,,8.90,R,,20,CA,425,eltongallegly24,,96.47
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000152.json,2,,,,James,G000152,Gibbons,A.,9.47,R,,10,NV,1485,,,87.90
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000180.json,1,,,,Wayne,G000180,Gilchrest,T.,3.87,R,,16,MD,438,,,86.03
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000210.json,5,,,,Paul,G000210,Gillmor,E.,6.43,R,,18,OH,439,,,94.10
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000280.json,5,,,,Virgil,G000280,Goode,H.,2.31,R,,10,VA,1486,,,90.89
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000289.json,6,goodlatte.house.gov,BobGoodlatte,6459789414,Robert,G000289,Goodlatte,W.,0.00,R,http://goodlatte.house.gov/press_releases.rss,14,VA,446,RepGoodlatte,http://goodlatte.house.gov/,95.06
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000309.json,6,,,,Bart,G000309,Gordon,,3.05,D,,22,TN,448,,,84.45
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000377.json,12,kaygranger.house.gov,RepKayGranger,49640749719,Kay,G000377,Granger,,3.54,R,http://kaygranger.house.gov/rss.xml,10,TX,1487,RepKayGranger,http://kaygranger.house.gov/,95.39
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000410.json,29,green.house.gov,RepGeneGreen,128735131872,Gene,G000410,Green,,2.72,D,http://green.house.gov/rss.xml,14,TX,462,RepGeneGreen,http://green.house.gov/,87.89
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000535.json,4,gutierrez.house.gov,RepGutierrez,91052833204,Luis,G000535,Gutierrez,V.,15.63,D,http://gutierrez.house.gov/rss.xml,14,IL,478,LuisGutierrez,http://gutierrez.house.gov/,92.75
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000536.json,1,,,,Gilbert,G000536,Gutknecht,W.,1.32,R,,12,MN,479,,,87.81
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000544.json,20,,,,Charlie,G000544,Gonzalez,,3.46,D,,8,TX,1555,TX20CharlieG,,91.72
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000545.json,8,,,,Mark,G000545,Green,A.,5.68,R,,8,WI,1559,,,85.68
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000546.json,6,graves.house.gov,118514606128,118514606128,Sam,G000546,Graves,,2.80,R,http://graves.house.gov/common/rss/index.cfm?rss=25,6,MO,1656,,http://graves.house.gov/,93.31
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000548.json,5,garrett.house.gov,repscottgarrett,6756553401,Scott,G000548,Garrett,,1.57,R,http://garrett.house.gov/rss.xml,4,NJ,1737,repgarrett,http://garrett.house.gov/,87.87
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000549.json,6,gerlach.house.gov,RepJimGerlach,123113211050305,Jim,G000549,Gerlach,,3.95,R,http://gerlach.house.gov/news/rss.aspx,4,PA,1743,JimGerlach,http://gerlach.house.gov/,85.85
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000550.json,11,gingrey.house.gov,RepPhilGingrey,6934467868,Phil,G000550,Gingrey,,2.80,R,http://gingrey.house.gov/news/rss.aspx,4,GA,1720,RepPhilGingrey,http://gingrey.house.gov/,92.12
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000551.json,7,grijalva.house.gov,Rep.Grijalva,73539896233,Raúl,G000551,Grijalva,M.,2.47,D,http://grijalva.house.gov/common/rss/?rss=13,4,AZ,1708,repraulgrijalva,http://grijalva.house.gov/,92.06
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000552.json,1,gohmert.house.gov,50375006903,50375006903,Louie,G000552,Gohmert,,6.67,R,http://gohmert.house.gov/news/rss.aspx,2,TX,1801,replouiegohmert,http://gohmert.house.gov/,89.67
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000553.json,9,algreen.house.gov,repalgreen,136237609724391,Al,G000553,Green,,0.25,D,http://algreen.house.gov/rss.xml,2,TX,1803,RepAlGreen,http://www.house.gov/algreen,94.14
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000067.json,4,ralphhall.house.gov,6311458773,6311458773,Ralph,H000067,Hall,M.,2.22,R,http://ralphhall.house.gov/common/rss/?rss=26,26,TX,484,RalphHallPress,http://ralphhall.house.gov/,93.60
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000213.json,36,,,,Jane,H000213,Harman,,7.58,D,,12,CA,502,,,92.87
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000323.json,14,,,,J. Dennis,H000323,Hastert,,0.00,R,,20,IL,510,,,95.80
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000324.json,23,www.alceehastings.house.gov,95696782238,95696782238,Alcee,H000324,Hastings,L.,11.04,D,http://alceehastings.house.gov/news/rss.aspx,14,FL,511,,http://www.alceehastings.house.gov/,90.74
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000329.json,4,hastings.house.gov,RepDocHastings,7507129675,Doc,H000329,Hastings,,4.28,R,http://hastings.house.gov/news/rss.aspx,12,WA,512,DocHastings,http://hastings.house.gov/,95.09
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000413.json,5,,,,John,H000413,Hayworth,D.,0.99,R,,12,AZ,520,,,89.52
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000444.json,5,,,,Joel,H000444,Hefley,,3.71,R,,20,CO,524,,,85.80
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000528.json,2,,,,Wally,H000528,Herger,,1.48,R,,20,CA,533,,,93.98
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000627.json,22,,,,Maurice,H000627,Hinchey,D.,6.01,D,,14,NY,541,mauricehinchey,,90.10
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000636.json,15,hinojosa.house.gov,CongressmanRubenHinojosa,402891225161,Rubén,H000636,Hinojosa,,11.86,D,http://hinojosa.house.gov/rss.xml,10,TX,1490,USRepRHinojosa,http://www.house.gov/hinojosa,88.88
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000666.json,7,,,,David,H000666,Hobson,Lee,1.89,R,,16,OH,545,,,94.46
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000676.json,2,,,,Peter,H000676,Hoekstra,,3.21,R,,14,MI,547,petehoekstra,,92.85
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000712.json,17,,,,Tim,H000712,Holden,,2.97,D,,14,PA,550,RepTimHolden,,85.65
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000762.json,5,,,,Darlene,H000762,Hooley,,2.47,D,,10,OR,1491,,,93.07
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000807.json,8,,,,John,H000807,Hostettler,Nathan,2.22,R,,12,IN,562,,,86.44
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000874.json,5,hoyer.house.gov,WhipHoyer,282861997886,Steny,H000874,Hoyer,H.,1.57,D,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,26,MD,566,WhipHoyer,http://hoyer.house.gov/,94.39
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000948.json,9,,,,Kenny,H000948,Hulshof,C.,2.39,R,,10,MO,1492,,,93.50
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000981.json,52,,,,Duncan,H000981,Hunter,L.,7.33,R,,26,CA,575,,,93.24
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001022.json,6,,,,Henry,H001022,Hyde,John,12.27,R,,32,IL,580,,,94.65
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001029.json,8,,,,Robin,H001029,Hayes,C.,2.47,R,,8,NC,1600,,,94.26
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001032.json,12,holt.house.gov,,,Rush,H001032,Holt,,1.40,D,http://holt.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,8,NJ,1580,,http://holt.house.gov/,91.73
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001033.json,4,,,,Melissa,H001033,Hart,A.,0.49,R,,6,PA,1666,,,93.29
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001034.json,15,honda.house.gov,RepMikeHonda,15675385380,Michael,H001034,Honda,M.,2.23,D,http://honda.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,6,CA,1634,RepMikeHonda,http://www.house.gov/honda,93.06
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001035.json,13,,,,Katherine,H001035,Harris,,10.21,R,,4,FL,1714,,,90.64
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001036.json,5,hensarling.house.gov,RepHensarling,7875604788,Jeb,H001036,Hensarling,,0.41,R,http://hensarling.house.gov/atom.xml,4,TX,1749,RepHensarling,http://hensarling.house.gov/,88.01
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001037.json,1,,,,Stephanie,H001037,Herseth Sandlin,,3.05,D,,4,SD,1760,,,85.90
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001038.json,27,higgins.house.gov,RepBrianHiggins,88144056440,Brian,H001038,Higgins,,3.46,D,http://higgins.house.gov/rss.xml,2,NY,1794,RepBrianHiggins,http://www.house.gov/higgins,91.89
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000023.json,4,,,,Bob,I000023,Inglis,,1.89,R,,8,SC,582,bobinglis,,88.25
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000026.json,1,,,,Jay,I000026,Inslee,,0.91,D,,8,WA,584,JayInslee,,93.52
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000047.json,5,,,,Ernest,I000047,Istook,J.,16.80,R,,14,OK,586,,,93.27
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000056.json,49,issa.house.gov,darrellissa,19463427992,Darrell,I000056,Issa,,4.53,R,http://issa.house.gov/feed/,6,CA,1640,DarrellIssa,http://issa.house.gov/,94.13
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000057.json,2,israel.house.gov,RepSteveIsrael,,Steve,I000057,Israel,,1.81,D,http://israel.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1&amp;Itemid=10,6,NY,1663,RepSteveIsrael,http://israel.house.gov/,93.37
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000032.json,18,jacksonlee.house.gov,169479190984,169479190984,Sheila,J000032,Jackson-Lee,,6.51,D,http://jacksonlee.house.gov/news/rss.aspx,12,TX,588,JacksonLeeTX18,http://jacksonlee.house.gov/,91.72
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000070.json,2,,,,William,J000070,Jefferson,J.,7.83,D,,16,LA,592,,,92.05
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000082.json,1,,,,William,J000082,Jenkins,Lewis,7.91,R,,10,TN,1494,,,91.86
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000126.json,30,ebjohnson.house.gov,CongresswomanEBJtx30,84096022067,Eddie,J000126,Johnson,Bernice,1.98,D,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,14,TX,599,RepEBJ,http://www.house.gov/ebjohnson,93.19
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000163.json,5,,,,Nancy,J000163,Johnson,Lee,2.06,R,,24,CT,602,,,85.53
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000174.json,3,samjohnson.house.gov,RepSamJohnson,52454091867,Sam,J000174,Johnson,,9.47,R,http://samjohnson.house.gov/news/rss.aspx,16,TX,603,SamsPressShop,http://samjohnson.house.gov/,91.45
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000255.json,3,jones.house.gov,15083070102,15083070102,Walter,J000255,Jones,B.,6.01,R,http://jones.house.gov/rss.xml,12,NC,612,RepWalterJones,http://jones.house.gov/,75.37
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000283.json,2,,,,Jesse,J000283,Jackson Jr.,L.,0.08,D,,12,IL,587,RepJJJr,,92.33
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000284.json,11,,,,Stephanie,J000284,Jones,Tubbs,7.00,D,,8,OH,1581,,,92.47
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000285.json,15,,,,Timothy,J000285,Johnson,V.,2.80,R,,6,IL,1648,RepTimJohnson,,85.59
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000287.json,1,,,,Bobby,J000287,Jindal,,2.39,R,,2,LA,1785,,,90.63
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000008.json,11,,,,Paul,K000008,Kanjorski,E.,3.05,D,,22,PA,615,,,87.00
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000009.json,9,www.kaptur.house.gov,RepresentativeMarcyKaptur,173753129419169,Marcy,K000009,Kaptur,,3.38,D,http://kaptur.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=2&amp;format=raw,24,OH,616,RepMarcyKaptur,http://www.kaptur.house.gov/,90.79
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000078.json,19,,,,Sue,K000078,Kelly,W.,2.39,R,,12,NY,624,,,87.34
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000113.json,1,,,,Patrick,K000113,Kennedy,J.,11.61,D,,12,RI,627,,,93.94
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000172.json,5,,,,Dale,K000172,Kildee,E.,0.00,D,,30,MI,631,dalekildee,,93.74
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000180.json,13,,,,Carolyn,K000180,Kilpatrick,Cheeks,6.18,D,,10,MI,1497,RepKilpatrick,,93.24
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000188.json,3,kind.house.gov,repronkind,89152017954,Ron,K000188,Kind,,2.88,D,http://kind.house.gov/common/rss/?rss=52,10,WI,1498,repronkind,http://kind.house.gov/,90.92
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000210.json,3,peteking.house.gov,,,Peter,K000210,King,T.,2.14,R,http://www.house.gov/apps/list/hearing/ny02_king/RSS.xml,14,NY,635,RepPeteKing,http://peteking.house.gov/,92.51
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000220.json,1,kingston.house.gov,JackKingston,6914617307,Jack,K000220,Kingston,,6.59,R,http://kingston.house.gov/News/Rss.aspx,14,GA,636,JackKingston,http://kingston.house.gov/,93.56
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000288.json,9,,,,Joseph,K000288,Knollenberg,K.,1.73,R,,14,MI,642,,,94.64
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000306.json,8,,,,James,K000306,Kolbe,T.,5.02,R,,22,AZ,645,,,90.46
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000336.json,10,,,,Dennis,K000336,Kucinich,J.,1.40,D,,10,OH,1499,RepKucinich,,86.47
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000358.json,6,,,,Mark,K000358,Kennedy,R.,1.98,R,,6,MN,1652,,,89.58
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000360.json,10,,SenatorKirk,116381528428230,Mark,K000360,Kirk,Steven,2.72,R,http://www.kirk.senate.gov/rss/,6,IL,1647,senatorkirk,http://www.kirk.senate.gov,86.88
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000361.json,8,,,,Ric,K000361,Keller,,5.02,R,,6,FL,1644,,,92.63
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000362.json,5,steveking.house.gov,stevekingia,134325379926458,Steve,K000362,King,,0.58,R,http://steveking.house.gov/index.php?format=feed&amp;type=rss,4,IA,1724,stevekingia,http://steveking.house.gov/,89.64
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000363.json,2,kline.house.gov,,,John,K000363,Kline,,0.00,R,http://kline.house.gov/common/rss/?rss=47,4,MN,1733,repjohnkline,http://kline.house.gov/,93.90
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000364.json,29,,,,John,K000364,Kuhl,R.,0.74,R,,2,NY,1795,,,92.95
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000090.json,12,,,,Tom,L000090,Lantos,,3.87,D,,26,CA,663,,,95.89
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000111.json,4,latham.house.gov,tom.latham.733,345331988887412,Tom,L000111,Latham,,0.41,R,http://latham.house.gov/news/rss.aspx,12,IA,666,TomLatham,http://www.house.gov/latham,94.71
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000169.json,2,,,,James,L000169,Leach,A.,4.28,R,,30,IA,672,,,77.88
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000263.json,12,levin.house.gov,RepSandyLevin,223726364320243,Sander,L000263,Levin,M.,0.08,D,http://levin.house.gov/rss.xml,24,MI,683,repsandylevin,http://levin.house.gov/,94.31
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000274.json,41,,,,Jerry,L000274,Lewis,,2.31,R,,28,CA,687,RepJerryLewis,,94.69
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000287.json,5,johnlewis.house.gov,RepJohnLewis,82737208404,John,L000287,Lewis,,14.50,D,http://johnlewis.house.gov/rss.xml,20,GA,688,RepJohnLewis,http://www.house.gov/johnlewis,91.14
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000293.json,2,,,,Ron,L000293,Lewis,,1.89,R,,14,KY,689,,,93.95
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000321.json,7,,,,John,L000321,Linder,,4.45,R,,14,GA,693,,,91.98
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000397.json,16,lofgren.house.gov,zoelofgren,221191600719,Zoe,L000397,Lofgren,,0.82,D,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,12,CA,701,RepZoeLofgren,http://www.house.gov/lofgren,93.36
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000480.json,18,lowey.house.gov,RepLowey,158290607551599,Nita,L000480,Lowey,M.,0.49,D,http://lowey.house.gov/common/rss/?rss=18,18,NY,709,NitaLowey,http://www.house.gov/lowey,95.45
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000491.json,3,lucas.house.gov,7872057395,7872057395,Frank,L000491,Lucas,D.,2.06,R,http://lucas.house.gov/rss.xml,14,OK,711,,http://lucas.house.gov/,96.30
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000517.json,3,,,,Dan,L000517,Lungren,,0.16,R,,2,CA,717,dan_lungren,,92.57
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000551.json,9,lee.house.gov,RepBarbaraLee,92190287786,Barbara,L000551,Lee,,3.79,D,http://lee.house.gov/rss.xml,10,CA,1501,repbarbaralee,http://lee.house.gov/,89.21
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000552.json,18,,,,Ray,L000552,LaHood,H.,5.11,R,,12,IL,659,,,91.41
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000553.json,14,,,,Steven,L000553,LaTourette,C.,3.38,R,,12,OH,667,SteveLaTourette,,90.03
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000554.json,2,lobiondo.house.gov,FrankLoBiondo,,Frank,L000554,LoBiondo,A.,0.33,R,http://lobiondo.house.gov/rss.xml,12,NJ,699,RepLoBiondo,http://www.house.gov/lobiondo,84.88
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000557.json,1,www.larson.house.gov,RepJohnLarson,6352928631,John,L000557,Larson,B.,9.31,D,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,8,CT,1583,repjohnlarson,http://www.larson.house.gov/,94.64
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000559.json,2,langevin.house.gov,CongressmanJimLangevin,6578978441,Jim,L000559,Langevin,,0.66,D,http://langevin.house.gov/rss.xml,6,RI,1668,jimlangevin,http://www.house.gov/langevin,93.86
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000560.json,2,larsen.house.gov,RepRickLarsen,135654683137079,Rick,L000560,Larsen,,1.98,D,http://larsen.house.gov/rss.xml,6,WA,1675,RepRickLarsen,http://www.house.gov/larsen,92.52
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000562.json,9,lynch.house.gov,repstephenlynch,133720816696865,Stephen,L000562,Lynch,F.,3.29,D,http://lynch.house.gov/rss.xml,6,MA,1686,RepStephenLynch,http://lynch.house.gov/,91.99
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/L000563.json,3,www.lipinski.house.gov,repdanlipinski,103286879730089,Daniel,L000563,Lipinski,,0.91,D,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,2,IL,1781,replipinski,http://www.lipinski.house.gov/,90.44
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000087.json,14,maloney.house.gov,,,Carolyn,M000087,Maloney,B.,2.64,D,http://maloney.house.gov/rss.xml,14,NY,729,RepMaloney,http://maloney.house.gov/,93.65
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000133.json,7,markey.senate.gov,EdJMarkey,6846731378,Edward,M000133,Markey,J.,1.24,D,,32,MA,735,markeymemo,,91.91
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000249.json,4,,,,Robert,M000249,Matsui,T.,0.00,D,,28,CA,748,,,100.00
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000309.json,4,carolynmccarthy.house.gov,,,Carolyn,M000309,McCarthy,,3.71,D,http://carolynmccarthy.house.gov/common/rss/?rss=155,10,NY,1503,RepMcCarthyNY,http://www.house.gov/carolynmccarthy,94.10
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000312.json,3,mcgovern.house.gov,,,Jim,M000312,McGovern,,1.24,D,http://mcgovern.house.gov/common/rss/?rss=15,10,MA,1504,RepMcGovern,http://mcgovern.house.gov/,93.16
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000388.json,4,,,,Jim,M000388,McCrery,O.,4.12,R,,20,LA,763,,,94.85
http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/M000404.json,7,mcdermott.house.gov,CongressmanJimMcDermott,246418928093,Jim,M000404,McDermott,,3.54,D,http://mcdermott.house.gov/index.php?format=feed&amp;type=rss,18,WA,766,RepJimMcDermott,http://www.house.gov/mcdermott,86.68
